epoch,lr,train_loss,train_acc,test_loss,test_acc,best_acc,seconds
24,0.0654543046337755,1.36833868317115,51.30809294871795,0.5849404837608337,85.99000007629394,85.99000007629394,90.04384255409241
25,0.06209988517050539,1.3662612694960374,54.7275641025641,0.5029152248382568,87.78999997138978,87.78999997138978,90.52878975868225
26,0.0586865406424582,1.349028270978194,51.666666666666664,0.549058196735382,87.1299999332428,87.78999997138978,90.15459442138672
27,0.05523090052106635,1.3461806239225926,53.81810897435897,0.5463896664619445,85.93,87.78999997138978,89.98219442367554
28,0.05174980033764155,1.2996542750260769,53.11899038461539,0.4875387122154236,88.12000000953674,88.12000000953674,90.10190939903259
29,0.048260199662358484,1.290874179204305,54.88782051282051,0.5338192744255066,85.78999997138978,88.12000000953674,90.61507773399353
30,0.04477909947893368,1.3096759849633925,56.75480769230769,0.47356058068275453,88.93000001907349,88.93000001907349,90.37316250801086
31,0.04132345935754183,1.276029002513641,54.577323717948715,0.4395237986564636,88.57,88.93000001907349,90.00620532035828
32,0.03791011482949463,1.321989108201785,54.63942307692308,0.5026896107673645,88.49000000953674,88.93000001907349,89.97582840919495
33,0.03455569536622451,1.267698856500479,54.455128205128204,0.4171149051189423,90.55000004768371,90.55000004768371,89.88864707946777
34,0.031276543362171484,1.256691394860928,53.3193108974359,0.43981045784950257,90.63999996185302,90.63999996185302,89.88013935089111
35,0.028088634516280072,1.2640712042649587,54.264823717948715,0.4272384335041046,91.0300000858307,91.0300000858307,89.90354132652283
36,0.025007500000000012,1.2174554435106424,56.79286858974359,0.40268667182922363,90.73000002861023,91.0300000858307,89.93007755279541
37,0.02204815079098002,1.2541330935099186,57.78445512820513,0.33031489510536194,92.89999996185303,92.89999996185303,89.92555689811707
38,0.019225004541093715,1.2048550410148424,55.64503205128205,0.37474000363349913,92.98999995231628,92.98999995231628,89.88991832733154
39,0.0165518153350889,1.2128686548807681,56.41025641025641,0.3754196779251099,92.98999998092651,92.98999998092651,89.83932614326477
40,0.014041606682069146,1.2246153851350148,54.59334935897436,0.3043504273891449,94.06999998092651,94.06999998092651,89.86120796203613
41,0.0117066080662667,1.165985659452585,57.72035256410256,0.3140078894138336,94.08999997138977,94.08999997138977,89.86240077018738
42,0.009558195366224508,1.1644673633269775,55.58894230769231,0.2832606234550476,94.82000001907349,94.82000001907349,90.04550051689148
43,0.007606835432659485,1.152336540283301,61.067708333333336,0.29493327655792234,95.13000003814697,95.13000003814697,89.97017502784729
44,0.005862035095017946,1.1433686797435467,59.74158653846154,0.32071325416564944,95.02000002861023,95.13000003814697,89.91868448257446
45,0.004332294845158164,1.141219006746243,58.776041666666664,0.2727622435092926,95.71000001907349,95.71000001907349,89.89487814903259
46,0.003025067423808514,1.1031771025596522,58.014823717948715,0.27078521003723144,95.71000005722046,95.71000005722046,89.87735033035278
47,0.001946721511563747,1.08841982682546,60.91346153846154,0.2653961834430695,95.86000003814698,95.86000003814698,89.87841629981995
48,0.0011025107013133847,1.0842016504361078,61.2900641025641,0.28642785301208495,96.01000002861024,96.01000002861024,89.84576034545898
49,0.0004965479032651898,1.0960077343842922,60.1161858974359,0.26397276768684386,96.16000003814698,96.16000003814698,89.85266041755676
50,0.00013178530726008927,1.0894998496923691,63.25120192307692,0.2693397650718689,96.08000002861023,96.16000003814698,89.814040184021
51,0.00015049999999999997,1.100204707109011,60.93149038461539,0.2669801429748535,96.04000002861022,96.16000003814698,107.65615606307983
52,0.0001458040915178198,1.1179783342740475,61.86899038461539,0.3266568109035492,96.04000002861022,96.16000003814698,89.83215832710266
53,0.00014111281733036763,1.097337864453976,60.03004807692308,0.26067745809555054,96.17000003814697,96.17000003814697,90.01412963867188
54,0.005000000212448176,1.1040179842557662,58.952323717948715,0.2704074665546417,95.6000000667572,96.17000003814697,107.39865684509277
55,0.004827691110557428,1.1245650603221014,59.66346153846154,0.31841358647346496,95.65000007629395,96.17000003814697,89.87089204788208
56,0.004656064562879193,1.1202883934363341,59.75560897435897,0.25803780355453493,95.69000002861023,96.17000003814697,90.03177094459534
57,0.004485289944095304,1.1262893068484772,58.673878205128204,0.2649753948688507,95.5900000667572,96.17000003814697,90.12677359580994
58,0.004315535788136633,1.1062867951698792,59.98197115384615,0.3278746461391449,96.01000003814697,96.17000003814697,90.5252275466919
59,0.004146969621860439,1.1140562277573807,59.641426282051285,0.25217470746040344,95.93000003814697,96.17000003814697,90.3641996383667
60,0.003979757799721601,1.084641208862647,60.11418269230769,0.2735432752609253,95.99000007629394,96.17000003814697,89.92209768295288
61,0.0038140653396008407,1.0768208402853745,61.8349358974359,0.23739116814136504,96.06000007629395,96.17000003814697,89.78485584259033
62,0.003650055759952004,1.0991194676130245,58.48758012820513,0.26490231671333314,96.0100000667572,96.17000003814697,89.74686932563782
63,0.0034878909184290884,1.1270189593999813,62.91065705128205,0.2573513722896576,96.01000004768372,96.17000003814697,89.76356816291809
64,0.003327730852152278,1.0957034390706282,57.990785256410255,0.28581061544418335,96.15000004768372,96.17000003814697,89.72270226478577
65,0.0031697336197706286,1.1170022843739926,61.59855769230769,0.2538609274625778,96.26000008583068,96.26000008583068,89.75954675674438
66,0.0030140551454772646,1.0886857410271962,62.95072115384615,0.2769750792980194,96.2000000858307,96.26000008583068,90.27180624008179
67,0.002860849065131022,1.104459425730583,55.87540064102564,0.25079446864128113,96.25000003814698,96.26000008583068,90.49400448799133
68,0.002710266574636411,1.0696331997712454,62.80048076923077,0.2733736077308655,96.04000008583068,96.26000008583068,90.30971217155457
69,0.002562456280731502,1.0614891451138717,63.93429487179487,0.26374024710655214,96.47000006675721,96.47000006675721,90.19171571731567
70,0.0024175640543310324,1.061132308611503,59.54527243589744,0.296209180021286,96.32000004768372,96.47000006675721,90.19743204116821
71,0.0022757328865694003,1.073870248366625,59.78565705128205,0.27711570024490356,96.43000007629395,96.47000006675721,90.17749571800232
72,0.002137102747685708,1.085275061466755,63.76001602564103,0.2711733714580536,96.56000007629395,96.56000007629395,90.24999141693115
73,0.002001810448890011,1.0623042008815669,62.66426282051282,0.2621722427368164,96.65000005722045,96.65000005722045,90.3184540271759
74,0.0018699895073471863,1.06402666247808,60.032051282051285,0.25370668201446533,96.59000005722046,96.65000005722045,90.22260761260986
75,0.0017417700144115983,1.1071473039113557,59.919871794871796,0.28480428624153137,96.4900000667572,96.65000005722045,90.19177579879761
76,0.0016172785072426513,1.0559751874361283,63.40945512820513,0.25844262681007385,96.47000007629394,96.65000005722045,90.2909848690033
77,0.0014966378439278773,1.0356099620843544,61.64463141025641,0.24727220520973206,96.65000008583068,96.65000008583068,90.22988367080688
78,0.001379967082236842,1.0616075488237233,60.34254807692308,0.2382329665184021,96.64000007629394,96.65000008583068,90.24651217460632
79,0.0012673813621255072,1.0213307975194392,61.482371794871796,0.22045986115932464,96.5499999332428,96.65000008583068,90.23486590385437
80,0.0011589917921069801,1.056059860266172,64.20072115384616,0.23211510956287384,96.6300000667572,96.65000008583068,90.26244449615479
81,0.0010549053396008406,1.0404615582563939,66.7588141025641,0.2755852505207062,96.78000007629394,96.78000007629394,90.20348620414734
82,0.0009552247253691995,1.0237554429433284,61.3661858974359,0.28033530569076537,96.64000007629394,96.78000007629394,90.24152064323425
83,0.0008600483221437214,1.023852328153757,64.11057692307692,0.27700382347106933,96.7300000667572,96.78000007629394,90.17571711540222
84,0.0007694700575435983,1.042319317964407,64.31089743589743,0.24833562088012695,96.77000008583069,96.78000007629394,90.18642973899841
85,0.000683579321380348,1.0346774076804137,62.96474358974359,0.2736874845504761,96.72000008583069,96.78000007629394,90.26220464706421
86,0.0006024608774408463,1.0536426535019507,65.57892628205128,0.2592871690750122,96.80000007629394,96.80000007629394,90.35564970970154
87,0.0005261947798357161,1.0480598957110674,64.81570512820512,0.2693277252674103,96.8700000667572,96.8700000667572,90.1299877166748
88,0.00045485629399557323,1.0469354355946565,64.09054487179488,0.2538601179599762,96.79000007629395,96.8700000667572,89.8576672077179
89,0.0003885158223931449,1.0443229186229217,64.01041666666667,0.25223232803344725,96.96000008583069,96.96000008583069,89.78720164299011
90,0.0003272388350645186,1.0127534287098126,61.70673076923077,0.25115784740448,96.90000008583068,96.96000008583069,89.7337863445282
91,0.0002710858049981284,1.0493093157425906,63.60176282051282,0.2446510460615158,96.84000007629395,96.96000008583069,89.74748802185059
92,0.00022011214845521154,1.0117597676240482,65.64703525641026,0.24362867045402528,96.94000008583069,96.96000008583069,89.75579500198364
93,0.00017436817028065256,1.0376610462482159,62.98477564102564,0.2449100683450699,96.9299999332428,96.96000008583069,89.66251111030579
94,0.00013389901425817126,1.019545853902132,63.42147435897436,0.24714413046836853,96.9299999332428,96.96000008583069,89.63908767700195
95,9.874461855886307e-05,1.0142040376479808,63.41947115384615,0.26813387722969056,96.85000008583069,96.96000008583069,89.5856192111969
96,6.893967632703996e-05,1.0521352900908543,62.67027243589744,0.2650495195388794,96.83000007629394,96.96000008583069,89.61938333511353
97,4.451360144229106e-05,1.0511727291804094,66.5244391025641,0.26692370381355285,96.86000006675721,96.96000008583069,89.56997036933899
98,2.5490499491531596e-05,1.0106298082914107,66.40024038461539,0.22533233182430268,96.94000008583069,96.96000008583069,89.5840654373169
99,1.1889143979700491e-05,1.0530202874770531,65.91746794871794,0.2664693544387817,96.8799999332428,96.96000008583069,89.68108916282654
100,3.7229578025759974e-06,1.0198066911636254,61.272035256410255,0.26395826201438904,96.87000008583068,96.96000008583069,89.6035168170929
